season,week,game_id,game_type,home_team,away_team,home_score,away_score,result,home_rest,away_rest,div_game
2016,5,2016_05_WAS_BAL,REG,BAL,WAS,10.0,16.0,-6.0,7,7,0
2016,5,2016_05_NE_CLE,REG,CLE,NE,13.0,33.0,-20.0,7,7,0
2016,5,2016_05_PHI_DET,REG,DET,PHI,24.0,23.0,1.0,7,14,0
2016,5,2016_05_CHI_IND,REG,IND,CHI,29.0,23.0,6.0,7,7,0
2016,5,2016_05_TEN_MIA,REG,MIA,TEN,17.0,30.0,-13.0,10,7,0
2016,5,2016_05_HOU_MIN,REG,MIN,HOU,31.0,13.0,18.0,6,7,0
2016,5,2016_05_NYJ_PIT,REG,PIT,NYJ,31.0,13.0,18.0,7,7,0
2016,5,2016_05_ATL_DEN,REG,DEN,ATL,16.0,23.0,-7.0,7,7,0
2016,5,2016_05_CIN_DAL,REG,DAL,CIN,28.0,14.0,14.0,7,10,0
2016,5,2016_05_BUF_LA,REG,LA,BUF,19.0,30.0,-11.0,7,7,0
2016,5,2016_05_SD_OAK,REG,OAK,SD,34.0,31.0,3.0,7,7,1
2016,5,2016_05_NYG_GB,REG,GB,NYG,23.0,16.0,7.0,14,6,0
2016,5,2016_05_TB_CAR,REG,CAR,TB,14.0,17.0,-3.0,8,8,1
2016,6,2016_06_DEN_SD,REG,SD,DEN,21.0,13.0,8.0,4,4,1
2016,6,2016_06_SF_BUF,REG,BUF,SF,45.0,16.0,29.0,7,10,0
2016,6,2016_06_JAX_CHI,REG,CHI,JAX,16.0,17.0,-1.0,7,14,0
2016,6,2016_06_LA_DET,REG,DET,LA,31.0,28.0,3.0,7,7,0
2016,6,2016_06_PIT_MIA,REG,MIA,PIT,30.0,15.0,15.0,7,7,0
2016,6,2016_06_CIN_NE,REG,NE,CIN,35.0,17.0,18.0,7,7,0
2016,6,2016_06_CAR_NO,REG,NO,CAR,41.0,38.0,3.0,14,6,1
2016,6,2016_06_BAL_NYG,REG,NYG,BAL,27.0,23.0,4.0,7,7,0
2016,6,2016_06_CLE_TEN,REG,TEN,CLE,28.0,26.0,2.0,7,7,0
2016,6,2016_06_PHI_WAS,REG,WAS,PHI,27.0,20.0,7.0,7,7,1
2016,6,2016_06_KC_OAK,REG,OAK,KC,10.0,26.0,-16.0,7,14,1
2016,6,2016_06_DAL_GB,REG,GB,DAL,16.0,30.0,-14.0,7,7,0
2016,6,2016_06_ATL_SEA,REG,SEA,ATL,26.0,24.0,2.0,14,7,0
2016,6,2016_06_IND_HOU,REG,HOU,IND,26.0,23.0,3.0,7,7,1
2016,6,2016_06_NYJ_ARI,REG,ARI,NYJ,28.0,3.0,25.0,11,8,0
2016,7,2016_07_CHI_GB,REG,GB,CHI,26.0,10.0,16.0,4,4,1
2016,7,2016_07_NYG_LA,REG,LA,NYG,10.0,17.0,-7.0,7,7,0
2016,7,2016_07_CLE_CIN,REG,CIN,CLE,31.0,17.0,14.0,7,7,1
2016,7,2016_07_WAS_DET,REG,DET,WAS,20.0,17.0,3.0,7,7,0
2016,7,2016_07_OAK_JAX,REG,JAX,OAK,16.0,33.0,-17.0,7,7,0
2016,7,2016_07_NO_KC,REG,KC,NO,27.0,21.0,6.0,7,7,0
2016,7,2016_07_BUF_MIA,REG,MIA,BUF,28.0,25.0,3.0,7,7,1
2016,7,2016_07_BAL_NYJ,REG,NYJ,BAL,24.0,16.0,8.0,6,7,0
2016,7,2016_07_MIN_PHI,REG,PHI,MIN,21.0,10.0,11.0,7,14,0
2016,7,2016_07_IND_TEN,REG,TEN,IND,26.0,34.0,-8.0,7,7,1
2016,7,2016_07_SD_ATL,REG,ATL,SD,30.0,33.0,-3.0,7,10,0
2016,7,2016_07_TB_SF,REG,SF,TB,17.0,34.0,-17.0,7,13,0
2016,7,2016_07_NE_PIT,REG,PIT,NE,16.0,27.0,-11.0,7,7,0
2016,7,2016_07_SEA_ARI,REG,ARI,SEA,6.0,6.0,0.0,6,7,1
2016,7,2016_07_HOU_DEN,REG,DEN,HOU,27.0,9.0,18.0,11,8,0
2016,8,2016_08_JAX_TEN,REG,TEN,JAX,36.0,22.0,14.0,4,4,1
2016,8,2016_08_WAS_CIN,REG,CIN,WAS,27.0,27.0,0.0,7,7,0
2016,8,2016_08_NE_BUF,REG,BUF,NE,25.0,41.0,-16.0,7,7,1
2016,8,2016_08_ARI_CAR,REG,CAR,ARI,30.0,20.0,10.0,14,7,0
2016,8,2016_08_NYJ_CLE,REG,CLE,NYJ,28.0,31.0,-3.0,7,7,0
2016,8,2016_08_DET_HOU,REG,HOU,DET,20.0,13.0,7.0,6,7,0
2016,8,2016_08_KC_IND,REG,IND,KC,14.0,30.0,-16.0,7,7,0
2016,8,2016_08_SEA_NO,REG,NO,SEA,25.0,20.0,5.0,7,7,0
2016,8,2016_08_OAK_TB,REG,TB,OAK,24.0,30.0,-6.0,7,7,0
2016,8,2016_08_SD_DEN,REG,DEN,SD,27.0,19.0,8.0,6,7,1
2016,8,2016_08_GB_ATL,REG,ATL,GB,33.0,32.0,1.0,7,10,0
2016,8,2016_08_PHI_DAL,REG,DAL,PHI,29.0,23.0,6.0,14,7,1
2016,8,2016_08_MIN_CHI,REG,CHI,MIN,20.0,10.0,10.0,11,8,1
2016,9,2016_09_ATL_TB,REG,TB,ATL,28.0,43.0,-15.0,4,4,1
2016,9,2016_09_PIT_BAL,REG,BAL,PIT,21.0,14.0,7.0,14,14,1
2016,9,2016_09_DAL_CLE,REG,CLE,DAL,10.0,35.0,-25.0,7,7,0
2016,9,2016_09_JAX_KC,REG,KC,JAX,19.0,14.0,5.0,7,10,0
2016,9,2016_09_NYJ_MIA,REG,MIA,NYJ,27.0,23.0,4.0,14,7,1
2016,9,2016_09_DET_MIN,REG,MIN,DET,16.0,22.0,-6.0,6,7,1
2016,9,2016_09_PHI_NYG,REG,NYG,PHI,28.0,23.0,5.0,14,7,1
2016,9,2016_09_CAR_LA,REG,LA,CAR,10.0,13.0,-3.0,14,7,0
2016,9,2016_09_NO_SF,REG,SF,NO,23.0,41.0,-18.0,14,7,0
2016,9,2016_09_IND_GB,REG,GB,IND,26.0,31.0,-5.0,7,7,0
2016,9,2016_09_TEN_SD,REG,SD,TEN,43.0,35.0,8.0,7,10,0
2016,9,2016_09_DEN_OAK,REG,OAK,DEN,30.0,20.0,10.0,7,7,1
2016,9,2016_09_BUF_SEA,REG,SEA,BUF,31.0,25.0,6.0,8,8,0
2016,10,2016_10_CLE_BAL,REG,BAL,CLE,28.0,7.0,21.0,4,4,1
2016,10,2016_10_KC_CAR,REG,CAR,KC,17.0,20.0,-3.0,7,7,0
2016,10,2016_10_HOU_JAX,REG,JAX,HOU,21.0,24.0,-3.0,7,14,1
2016,10,2016_10_DEN_NO,REG,NO,DEN,23.0,25.0,-2.0,7,7,0
2016,10,2016_10_LA_NYJ,REG,NYJ,LA,6.0,9.0,-3.0,7,7,0
2016,10,2016_10_ATL_PHI,REG,PHI,ATL,24.0,15.0,9.0,7,10,0
2016,10,2016_10_CHI_TB,REG,TB,CHI,36.0,10.0,26.0,10,13,0
2016,10,2016_10_GB_TEN,REG,TEN,GB,47.0,25.0,22.0,7,7,0
2016,10,2016_10_MIN_WAS,REG,WAS,MIN,26.0,20.0,6.0,14,7,0
2016,10,2016_10_MIA_SD,REG,SD,MIA,24.0,31.0,-7.0,7,7,0
2016,10,2016_10_SF_ARI,REG,ARI,SF,23.0,20.0,3.0,14,7,1
2016,10,2016_10_DAL_PIT,REG,PIT,DAL,30.0,35.0,-5.0,7,7,0
2016,10,2016_10_SEA_NE,REG,NE,SEA,24.0,31.0,-7.0,14,6,0
2016,10,2016_10_CIN_NYG,REG,NYG,CIN,21.0,20.0,1.0,8,15,0
2016,11,2016_11_NO_CAR,REG,CAR,NO,23.0,20.0,3.0,4,4,1
2016,11,2016_11_BUF_CIN,REG,CIN,BUF,12.0,16.0,-4.0,6,13,0
2016,11,2016_11_PIT_CLE,REG,CLE,PIT,9.0,24.0,-15.0,10,7,1
2016,11,2016_11_BAL_DAL,REG,DAL,BAL,27.0,17.0,10.0,7,10,0
2016,11,2016_11_JAX_DET,REG,DET,JAX,26.0,19.0,7.0,14,7,0
2016,11,2016_11_TEN_IND,REG,IND,TEN,24.0,17.0,7.0,14,7,1
2016,11,2016_11_TB_KC,REG,KC,TB,17.0,19.0,-2.0,7,7,0
2016,11,2016_11_ARI_MIN,REG,MIN,ARI,30.0,24.0,6.0,7,7,0
2016,11,2016_11_CHI_NYG,REG,NYG,CHI,22.0,16.0,6.0,6,7,0
2016,11,2016_11_MIA_LA,REG,LA,MIA,10.0,14.0,-4.0,7,7,0
2016,11,2016_11_PHI_SEA,REG,SEA,PHI,26.0,15.0,11.0,7,7,0
2016,11,2016_11_NE_SF,REG,SF,NE,17.0,30.0,-13.0,7,7,0
2016,11,2016_11_GB_WAS,REG,WAS,GB,42.0,24.0,18.0,7,7,0
2016,11,2016_11_HOU_OAK,REG,OAK,HOU,27.0,20.0,7.0,15,8,0
2016,12,2016_12_MIN_DET,REG,DET,MIN,16.0,13.0,3.0,4,4,1
2016,12,2016_12_WAS_DAL,REG,DAL,WAS,31.0,26.0,5.0,4,4,1
2016,12,2016_12_PIT_IND,REG,IND,PIT,7.0,28.0,-21.0,4,4,0
2016,12,2016_12_ARI_ATL,REG,ATL,ARI,38.0,19.0,19.0,14,7,0
2016,12,2016_12_CIN_BAL,REG,BAL,CIN,19.0,14.0,5.0,7,7,1
2016,12,2016_12_JAX_BUF,REG,BUF,JAX,28.0,21.0,7.0,7,7,0
2016,12,2016_12_TEN_CHI,REG,CHI,TEN,21.0,27.0,-6.0,7,7,0
2016,12,2016_12_NYG_CLE,REG,CLE,NYG,13.0,27.0,-14.0,7,7,0
2016,12,2016_12_SD_HOU,REG,HOU,SD,13.0,21.0,-8.0,6,14,0
2016,12,2016_12_SF_MIA,REG,MIA,SF,31.0,24.0,7.0,7,7,0
2016,12,2016_12_LA_NO,REG,NO,LA,49.0,21.0,28.0,10,7,0
2016,12,2016_12_SEA_TB,REG,TB,SEA,14.0,5.0,9.0,7,7,0
2016,12,2016_12_NE_NYJ,REG,NYJ,NE,17.0,22.0,-5.0,14,7,1
2016,12,2016_12_CAR_OAK,REG,OAK,CAR,35.0,32.0,3.0,6,10,0
2016,12,2016_12_KC_DEN,REG,DEN,KC,27.0,30.0,-3.0,14,7,1
2016,12,2016_12_GB_PHI,REG,PHI,GB,13.0,27.0,-14.0,8,8,0
2016,13,2016_13_DAL_MIN,REG,MIN,DAL,15.0,17.0,-2.0,7,7,0
2016,13,2016_13_KC_ATL,REG,ATL,KC,28.0,29.0,-1.0,7,7,0
2016,13,2016_13_MIA_BAL,REG,BAL,MIA,38.0,6.0,32.0,7,7,0
2016,13,2016_13_SF_CHI,REG,CHI,SF,26.0,6.0,20.0,7,7,0
2016,13,2016_13_PHI_CIN,REG,CIN,PHI,32.0,14.0,18.0,7,6,0
2016,13,2016_13_HOU_GB,REG,GB,HOU,21.0,13.0,8.0,6,7,0
2016,13,2016_13_DEN_JAX,REG,JAX,DEN,10.0,20.0,-10.0,7,7,0
2016,13,2016_13_LA_NE,REG,NE,LA,26.0,10.0,16.0,7,7,0
2016,13,2016_13_DET_NO,REG,NO,DET,13.0,28.0,-15.0,7,10,0
2016,13,2016_13_BUF_OAK,REG,OAK,BUF,38.0,24.0,14.0,7,7,0
2016,13,2016_13_WAS_ARI,REG,ARI,WAS,31.0,23.0,8.0,7,10,0
2016,13,2016_13_NYG_PIT,REG,PIT,NYG,24.0,14.0,10.0,10,7,0
2016,13,2016_13_TB_SD,REG,SD,TB,21.0,28.0,-7.0,7,7,0
2016,13,2016_13_CAR_SEA,REG,SEA,CAR,40.0,7.0,33.0,7,7,0
2016,13,2016_13_IND_NYJ,REG,NYJ,IND,10.0,41.0,-31.0,8,11,0
2016,14,2016_14_OAK_KC,REG,KC,OAK,21.0,13.0,8.0,4,4,1
2016,14,2016_14_PIT_BUF,REG,BUF,PIT,20.0,27.0,-7.0,7,7,0
2016,14,2016_14_SD_CAR,REG,CAR,SD,28.0,16.0,12.0,7,7,0
2016,14,2016_14_CIN_CLE,REG,CLE,CIN,10.0,23.0,-13.0,14,7,1
2016,14,2016_14_CHI_DET,REG,DET,CHI,20.0,17.0,3.0,7,7,1
2016,14,2016_14_HOU_IND,REG,IND,HOU,17.0,22.0,-5.0,6,7,1
2016,14,2016_14_MIN_JAX,REG,JAX,MIN,16.0,25.0,-9.0,7,10,0
2016,14,2016_14_ARI_MIA,REG,MIA,ARI,26.0,23.0,3.0,7,7,0
2016,14,2016_14_WAS_PHI,REG,PHI,WAS,22.0,27.0,-5.0,7,7,1
2016,14,2016_14_DEN_TEN,REG,TEN,DEN,13.0,10.0,3.0,14,7,0
2016,14,2016_14_NYJ_SF,REG,SF,NYJ,17.0,23.0,-6.0,7,6,0
2016,14,2016_14_SEA_GB,REG,GB,SEA,38.0,10.0,28.0,7,7,0
2016,14,2016_14_ATL_LA,REG,LA,ATL,14.0,42.0,-28.0,7,7,0
2016,14,2016_14_NO_TB,REG,TB,NO,16.0,11.0,5.0,7,7,1
2016,14,2016_14_DAL_NYG,REG,NYG,DAL,10.0,7.0,3.0,7,10,1
2016,14,2016_14_BAL_NE,REG,NE,BAL,30.0,23.0,7.0,8,8,0
2016,15,2016_15_LA_SEA,REG,SEA,LA,24.0,3.0,21.0,4,4,1
2016,15,2016_15_MIA_NYJ,REG,NYJ,MIA,13.0,34.0,-21.0,6,6,1
2016,15,2016_15_PHI_BAL,REG,BAL,PHI,27.0,26.0,1.0,6,7,0
2016,15,2016_15_CLE_BUF,REG,BUF,CLE,33.0,13.0,20.0,7,7,0
2016,15,2016_15_GB_CHI,REG,CHI,GB,27.0,30.0,-3.0,7,7,1
2016,15,2016_15_PIT_CIN,REG,CIN,PIT,20.0,24.0,-4.0,7,7,1
2016,15,2016_15_JAX_HOU,REG,HOU,JAX,21.0,20.0,1.0,7,7,1
2016,15,2016_15_TEN_KC,REG,KC,TEN,17.0,19.0,-2.0,10,7,0
2016,15,2016_15_IND_MIN,REG,MIN,IND,6.0,34.0,-28.0,7,7,0
2016,15,2016_15_DET_NYG,REG,NYG,DET,17.0,6.0,11.0,7,7,0
2016,15,2016_15_NO_ARI,REG,ARI,NO,41.0,48.0,-7.0,7,7,0
2016,15,2016_15_SF_ATL,REG,ATL,SF,41.0,13.0,28.0,7,7,0
2016,15,2016_15_NE_DEN,REG,DEN,NE,3.0,16.0,-13.0,7,6,0
2016,15,2016_15_OAK_SD,REG,SD,OAK,16.0,19.0,-3.0,7,10,1
2016,15,2016_15_TB_DAL,REG,DAL,TB,26.0,20.0,6.0,7,7,0
2016,15,2016_15_CAR_WAS,REG,WAS,CAR,15.0,26.0,-11.0,8,8,0
2016,16,2016_16_NYG_PHI,REG,PHI,NYG,24.0,19.0,5.0,4,4,1
2016,16,2016_16_MIA_BUF,REG,BUF,MIA,31.0,34.0,-3.0,6,7,1
2016,16,2016_16_ATL_CAR,REG,CAR,ATL,16.0,33.0,-17.0,5,6,1
2016,16,2016_16_WAS_CHI,REG,CHI,WAS,21.0,41.0,-20.0,6,5,0
2016,16,2016_16_SD_CLE,REG,CLE,SD,20.0,17.0,3.0,6,6,0
2016,16,2016_16_MIN_GB,REG,GB,MIN,38.0,25.0,13.0,6,6,1
2016,16,2016_16_TEN_JAX,REG,JAX,TEN,38.0,17.0,21.0,6,6,1
2016,16,2016_16_NYJ_NE,REG,NE,NYJ,41.0,3.0,38.0,6,7,1
2016,16,2016_16_IND_OAK,REG,OAK,IND,33.0,25.0,8.0,6,6,0
2016,16,2016_16_SF_LA,REG,LA,SF,21.0,22.0,-1.0,9,6,1
2016,16,2016_16_TB_NO,REG,NO,TB,31.0,24.0,7.0,6,6,1
2016,16,2016_16_ARI_SEA,REG,SEA,ARI,31.0,34.0,-3.0,9,6,1
2016,16,2016_16_CIN_HOU,REG,HOU,CIN,12.0,10.0,2.0,6,6,0
2016,16,2016_16_BAL_PIT,REG,PIT,BAL,31.0,27.0,4.0,7,7,1
2016,16,2016_16_DEN_KC,REG,KC,DEN,33.0,10.0,23.0,7,7,1
2016,16,2016_16_DET_DAL,REG,DAL,DET,42.0,21.0,21.0,8,8,0
2016,17,2016_17_BAL_CIN,REG,CIN,BAL,27.0,10.0,17.0,8,7,1
2016,17,2016_17_JAX_IND,REG,IND,JAX,24.0,20.0,4.0,8,8,1
2016,17,2016_17_NE_MIA,REG,MIA,NE,14.0,35.0,-21.0,8,8,1
2016,17,2016_17_CHI_MIN,REG,MIN,CHI,38.0,10.0,28.0,8,8,1
2016,17,2016_17_BUF_NYJ,REG,NYJ,BUF,30.0,10.0,20.0,8,8,1
2016,17,2016_17_DAL_PHI,REG,PHI,DAL,27.0,13.0,14.0,10,6,1
2016,17,2016_17_CLE_PIT,REG,PIT,CLE,27.0,24.0,3.0,7,8,1
2016,17,2016_17_CAR_TB,REG,TB,CAR,17.0,16.0,1.0,8,8,1
2016,17,2016_17_HOU_TEN,REG,TEN,HOU,24.0,17.0,7.0,8,8,1
2016,17,2016_17_NO_ATL,REG,ATL,NO,38.0,32.0,6.0,8,8,1
2016,17,2016_17_OAK_DEN,REG,DEN,OAK,24.0,6.0,18.0,7,8,1
2016,17,2016_17_ARI_LA,REG,LA,ARI,6.0,44.0,-38.0,8,8,1
2016,17,2016_17_KC_SD,REG,SD,KC,27.0,37.0,-10.0,8,7,1
2016,17,2016_17_SEA_SF,REG,SF,SEA,23.0,25.0,-2.0,8,8,1
2016,17,2016_17_NYG_WAS,REG,WAS,NYG,10.0,19.0,-9.0,8,10,1
2016,17,2016_17_GB_DET,REG,DET,GB,24.0,31.0,-7.0,6,8,1
2017,1,2017_01_KC_NE,REG,NE,KC,27.0,42.0,-15.0,7,7,0
2017,1,2017_01_NYJ_BUF,REG,BUF,NYJ,21.0,12.0,9.0,7,7,1
2017,1,2017_01_ATL_CHI,REG,CHI,ATL,17.0,23.0,-6.0,7,7,0
2017,1,2017_01_BAL_CIN,REG,CIN,BAL,0.0,20.0,-20.0,7,7,1
2017,1,2017_01_PIT_CLE,REG,CLE,PIT,18.0,21.0,-3.0,7,7,1
2017,1,2017_01_ARI_DET,REG,DET,ARI,35.0,23.0,12.0,7,7,0
2017,1,2017_01_JAX_HOU,REG,HOU,JAX,7.0,29.0,-22.0,7,7,1
2017,1,2017_01_OAK_TEN,REG,TEN,OAK,16.0,26.0,-10.0,7,7,0
2017,1,2017_01_PHI_WAS,REG,WAS,PHI,17.0,30.0,-13.0,7,7,1
2017,1,2017_01_IND_LA,REG,LA,IND,46.0,9.0,37.0,7,7,0
2017,1,2017_01_SEA_GB,REG,GB,SEA,17.0,9.0,8.0,7,7,0
2017,1,2017_01_CAR_SF,REG,SF,CAR,3.0,23.0,-20.0,7,7,0
2017,1,2017_01_NYG_DAL,REG,DAL,NYG,19.0,3.0,16.0,7,7,1
2017,1,2017_01_NO_MIN,REG,MIN,NO,29.0,19.0,10.0,7,7,0
2017,1,2017_01_LAC_DEN,REG,DEN,LAC,24.0,21.0,3.0,7,7,1
2017,2,2017_02_HOU_CIN,REG,CIN,HOU,9.0,13.0,-4.0,4,4,0
2017,2,2017_02_CLE_BAL,REG,BAL,CLE,24.0,10.0,14.0,7,7,1
2017,2,2017_02_BUF_CAR,REG,CAR,BUF,9.0,3.0,6.0,7,7,0
2017,2,2017_02_ARI_IND,REG,IND,ARI,13.0,16.0,-3.0,7,7,0
2017,2,2017_02_TEN_JAX,REG,JAX,TEN,16.0,37.0,-21.0,7,7,1
2017,2,2017_02_PHI_KC,REG,KC,PHI,27.0,20.0,7.0,10,7,0
2017,2,2017_02_NE_NO,REG,NO,NE,20.0,36.0,-16.0,6,10,0
2017,2,2017_02_MIN_PIT,REG,PIT,MIN,26.0,9.0,17.0,7,6,0
2017,2,2017_02_CHI_TB,REG,TB,CHI,29.0,7.0,22.0,14,7,0
2017,2,2017_02_MIA_LAC,REG,LAC,MIA,17.0,19.0,-2.0,6,14,0
2017,2,2017_02_NYJ_OAK,REG,OAK,NYJ,45.0,20.0,25.0,7,7,0
2017,2,2017_02_DAL_DEN,REG,DEN,DAL,42.0,17.0,25.0,6,7,0
2017,2,2017_02_WAS_LA,REG,LA,WAS,20.0,27.0,-7.0,7,7,0
2017,2,2017_02_SF_SEA,REG,SEA,SF,12.0,9.0,3.0,7,7,1
2017,2,2017_02_GB_ATL,REG,ATL,GB,34.0,23.0,11.0,7,7,0
2017,2,2017_02_DET_NYG,REG,NYG,DET,10.0,24.0,-14.0,8,8,0
2017,3,2017_03_LA_SF,REG,SF,LA,39.0,41.0,-2.0,4,4,1
2017,3,2017_03_DEN_BUF,REG,BUF,DEN,26.0,16.0,10.0,7,7,0
2017,3,2017_03_NO_CAR,REG,CAR,NO,13.0,34.0,-21.0,7,7,1
2017,3,2017_03_PIT_CHI,REG,CHI,PIT,23.0,17.0,6.0,7,7,0
2017,3,2017_03_ATL_DET,REG,DET,ATL,26.0,30.0,-4.0,6,7,0
2017,3,2017_03_CLE_IND,REG,IND,CLE,31.0,28.0,3.0,7,7,0
2017,3,2017_03_TB_MIN,REG,MIN,TB,34.0,17.0,17.0,7,7,0
2017,3,2017_03_HOU_NE,REG,NE,HOU,36.0,33.0,3.0,7,10,0
2017,3,2017_03_MIA_NYJ,REG,NYJ,MIA,20.0,6.0,14.0,7,7,1
2017,3,2017_03_NYG_PHI,REG,PHI,NYG,27.0,24.0,3.0,7,6,1
2017,3,2017_03_SEA_TEN,REG,TEN,SEA,33.0,27.0,6.0,7,7,0
2017,3,2017_03_CIN_GB,REG,GB,CIN,27.0,24.0,3.0,7,10,0
2017,3,2017_03_KC_LAC,REG,LAC,KC,10.0,24.0,-14.0,7,7,1
2017,3,2017_03_OAK_WAS,REG,WAS,OAK,27.0,10.0,17.0,7,7,0
2017,3,2017_03_BAL_JAX,REG,JAX,BAL,44.0,7.0,37.0,7,7,0
2017,3,2017_03_DAL_ARI,REG,ARI,DAL,17.0,28.0,-11.0,8,8,0
2017,4,2017_04_CHI_GB,REG,GB,CHI,35.0,14.0,21.0,4,4,1
2017,4,2017_04_BUF_ATL,REG,ATL,BUF,17.0,23.0,-6.0,7,7,0
2017,4,2017_04_PIT_BAL,REG,BAL,PIT,9.0,26.0,-17.0,7,7,1
2017,4,2017_04_CIN_CLE,REG,CLE,CIN,7.0,31.0,-24.0,7,7,1
2017,4,2017_04_LA_DAL,REG,DAL,LA,30.0,35.0,-5.0,6,10,0
2017,4,2017_04_TEN_HOU,REG,HOU,TEN,57.0,14.0,43.0,7,7,1
2017,4,2017_04_DET_MIN,REG,MIN,DET,7.0,14.0,-7.0,7,7,1
2017,4,2017_04_CAR_NE,REG,NE,CAR,30.0,33.0,-3.0,7,7,0
2017,4,2017_04_JAX_NYJ,REG,NYJ,JAX,23.0,20.0,3.0,7,7,0
2017,4,2017_04_SF_ARI,REG,ARI,SF,18.0,15.0,3.0,6,10,1
2017,4,2017_04_PHI_LAC,REG,LAC,PHI,24.0,26.0,-2.0,7,7,0
2017,4,2017_04_NYG_TB,REG,TB,NYG,25.0,23.0,2.0,7,7,0
2017,4,2017_04_OAK_DEN,REG,DEN,OAK,16.0,10.0,6.0,7,7,1
2017,4,2017_04_IND_SEA,REG,SEA,IND,46.0,18.0,28.0,7,7,0
2017,4,2017_04_NO_MIA,REG,MIA,NO,0.0,20.0,-20.0,7,7,0
2017,4,2017_04_WAS_KC,REG,KC,WAS,29.0,20.0,9.0,8,8,0
2017,5,2017_05_NE_TB,REG,TB,NE,14.0,19.0,-5.0,4,4,0
2017,5,2017_05_BUF_CIN,REG,CIN,BUF,20.0,16.0,4.0,7,7,0
2017,5,2017_05_NYJ_CLE,REG,CLE,NYJ,14.0,17.0,-3.0,7,7,0
2017,5,2017_05_CAR_DET,REG,DET,CAR,24.0,27.0,-3.0,7,7,0
2017,5,2017_05_SF_IND,REG,IND,SF,26.0,23.0,3.0,7,7,0
2017,5,2017_05_TEN_MIA,REG,MIA,TEN,16.0,10.0,6.0,7,7,0
2017,5,2017_05_LAC_NYG,REG,NYG,LAC,22.0,27.0,-5.0,7,7,0
2017,5,2017_05_ARI_PHI,REG,PHI,ARI,34.0,7.0,27.0,7,7,0
2017,5,2017_05_JAX_PIT,REG,PIT,JAX,9.0,30.0,-21.0,7,7,0
2017,5,2017_05_SEA_LA,REG,LA,SEA,10.0,16.0,-6.0,7,7,1
2017,5,2017_05_BAL_OAK,REG,OAK,BAL,17.0,30.0,-13.0,7,7,0
2017,5,2017_05_GB_DAL,REG,DAL,GB,31.0,35.0,-4.0,7,10,0
2017,5,2017_05_KC_HOU,REG,HOU,KC,34.0,42.0,-8.0,7,6,0
2017,5,2017_05_MIN_CHI,REG,CHI,MIN,17.0,20.0,-3.0,11,8,1
2017,6,2017_06_PHI_CAR,REG,CAR,PHI,23.0,28.0,-5.0,4,4,0
2017,6,2017_06_MIA_ATL,REG,ATL,MIA,17.0,20.0,-3.0,14,7,0
2017,6,2017_06_CHI_BAL,REG,BAL,CHI,24.0,27.0,-3.0,7,6,0
2017,6,2017_06_CLE_HOU,REG,HOU,CLE,33.0,17.0,16.0,7,7,0
2017,6,2017_06_GB_MIN,REG,MIN,GB,23.0,10.0,13.0,6,7,1
2017,6,2017_06_DET_NO,REG,NO,DET,52.0,38.0,14.0,14,7,0
2017,6,2017_06_NE_NYJ,REG,NYJ,NE,17.0,24.0,-7.0,7,10,1
2017,6,2017_06_SF_WAS,REG,WAS,SF,26.0,24.0,2.0,13,7,0
2017,6,2017_06_TB_ARI,REG,ARI,TB,38.0,33.0,5.0,7,10,0
2017,6,2017_06_LA_JAX,REG,JAX,LA,17.0,27.0,-10.0,7,7,0
2017,6,2017_06_PIT_KC,REG,KC,PIT,13.0,19.0,-6.0,7,7,0
2017,6,2017_06_LAC_OAK,REG,OAK,LAC,16.0,17.0,-1.0,7,7,1
2017,6,2017_06_NYG_DEN,REG,DEN,NYG,10.0,23.0,-13.0,14,7,0
2017,6,2017_06_IND_TEN,REG,TEN,IND,36.0,22.0,14.0,8,8,1
2017,7,2017_07_KC_OAK,REG,OAK,KC,31.0,30.0,1.0,4,4,1
2017,7,2017_07_TB_BUF,REG,BUF,TB,30.0,27.0,3.0,14,7,0
2017,7,2017_07_CAR_CHI,REG,CHI,CAR,17.0,3.0,14.0,7,10,0
2017,7,2017_07_TEN_CLE,REG,CLE,TEN,9.0,12.0,-3.0,7,6,0
2017,7,2017_07_NO_GB,REG,GB,NO,17.0,26.0,-9.0,7,7,0
2017,7,2017_07_JAX_IND,REG,IND,JAX,0.0,27.0,-27.0,6,7,1
2017,7,2017_07_ARI_LA,REG,LA,ARI,33.0,0.0,33.0,7,7,1
2017,7,2017_07_NYJ_MIA,REG,MIA,NYJ,31.0,28.0,3.0,7,7,1
2017,7,2017_07_BAL_MIN,REG,MIN,BAL,24.0,16.0,8.0,7,7,0
2017,7,2017_07_DAL_SF,REG,SF,DAL,10.0,40.0,-30.0,7,14,0
2017,7,2017_07_DEN_LAC,REG,LAC,DEN,21.0,0.0,21.0,7,7,1
2017,7,2017_07_SEA_NYG,REG,NYG,SEA,7.0,24.0,-17.0,7,14,0
2017,7,2017_07_CIN_PIT,REG,PIT,CIN,29.0,14.0,15.0,7,14,1
2017,7,2017_07_ATL_NE,REG,NE,ATL,23.0,7.0,16.0,7,7,0
2017,7,2017_07_WAS_PHI,REG,PHI,WAS,34.0,24.0,10.0,11,8,1
2017,8,2017_08_MIA_BAL,REG,BAL,MIA,40.0,0.0,40.0,4,4,0
2017,8,2017_08_OAK_BUF,REG,BUF,OAK,34.0,14.0,20.0,7,10,0
2017,8,2017_08_IND_CIN,REG,CIN,IND,24.0,23.0,1.0,7,7,0
